,Division Placement,Points For,Points for Per Game,Points For Ranking,Points Against,Points Against Per Game,Points Against Ranking,Expected Wins,Expected Losses,Team Rating SRS,SRS rank,Strength of Schedule
1982,5,113,12.6,28,236,26.2,26,1.3,7.7,-8.83,26,4.83
1983,4,264,16.5,26,354,22.1,19,5.3,10.7,-6.85,26,-1.23
1984,4,239,14.9,28,414,25.9,25,3.4,12.6,-11.12,26,-0.18
1985,4,320,20.0,17,386,24.1,21,6.3,9.7,-2.65,21,1.48
1986,5,229,14.3,27,400,25.0,25,3.4,12.6,-10.41,27,.28
1987,1,300,20.0,18,238,15.9,1,9.5,5.5,4.25,4,.12
1988,2,354,22.1,9,315,19.7,11,9.1,6.9,3.21,8,.77
1989,2,298,18.6,20,301,18.8,11,7.9,8.1,-0.47,15,-0.29
1990,3,281,17.6,21,353,22.1,20,5.9,10.1,-3.85,21,.65
1991,5,143,8.9,28,381,23.8,26,1.4,14.6,-17.26,28,-2.39
1992,3,216,13.5,26,302,18.9,16,5.0,11.0,-6.96,26,-1.59
1993,5,189,11.8,27,378,23.6,27,2.6,13.4,-11.27,28,.54
1994,3,307,19.2,18,320,20.0,14,7.6,8.4,-1.51,14,-0.70
1995,2,331,20.7,17,316,19.8,5,8.4,7.6,-1.34,17,-2.27
1996,3,317,19.8,16,334,20.9,18,7.5,8.5,-1.65,19,-0.59
1997,5,313,19.6,20,401,25.1,26,5.7,10.3,-4.33,24,1.17
1998,5,310,19.4,19,444,27.8,29,4.8,11.2,-5.36,23,3.02
1999,1,423,26.4,3,333,20.8,17,10.2,5.8,6.10,6,.48
2000,2,429,26.8,4,326,20.4,15,10.5,5.5,7.91,4,1.47
2001,4,413,25.8,2,486,30.4,31,6.5,9.5,-3.77,23,.79
2002,2,349,21.8,17,313,19.6,7,9.0,7.0,1.17,15,-1.08
2003,1,447,27.9,2,336,21.0,20,10.6,5.4,6.97,3,.03
2004,1,522,32.6,1,351,21.9,19,11.5,4.5,11.41,2,.73
2005,1,439,27.4,2,247,15.4,2,12.7,3.3,10.80,1,-1.20
2006,1,427,26.7,2,360,22.5,23,9.6,6.4,5.88,6,1.69
2007,1,450,28.1,3,262,16.4,1,12.5,3.5,12.01,2,.26
2008,2,377,23.6,13,298,18.6,7,10.2,5.8,6.49,6,1.55
2009,1,416,26.0,7,307,19.2,8,10.8,5.2,5.93,10,-0.88
2010,1,435,27.2,4,388,24.3,23,9.1,6.9,2.88,10,-0.06
2011,4,243,15.2,28,430,26.9,28,3.3,12.7,-11.29,32,.40
2012,2,357,22.3,18,387,24.2,21,7.2,8.8,-4.71,24,-2.84
2013,1,391,24.4,14,336,21.0,9,9.4,6.6,4.04,10,.60
2014,1,458,28.6,6,369,23.1,19,10.0,6.0,4.43,9,-1.13
2015,2,333,20.8,24,408,25.5,25,6.1,9.9,-6.65,27,-1.96
2016,3,411,25.7,8,392,24.5,22,8.4,7.6,.37,18,-0.82
2017,3,263,16.4,30,404,25.3,30,4.2,11.8,-10.10,31,-1.29
2018,2,433,27.1,5,344,21.5,10,10.1,5.9,3.36,11,-2.21
2019,3,361,22.6,16,373,23.3,18,7.7,8.3,-1.83,20,-1.08
2020,2,451,28.2,9,362,22.6,10,10.0,6.0,2.80,11,-2.76
2021,3,40,20.0,24,55,27.5,23,0.6,1.4,-0.38,16,7.13
